Section,Target Set,Count,Column4,Row,Col,RawDataPath,File Name[1],File Name[2],Plate Barcode,IBT Barcode,Conc1,CELL LINE,RUN,SET,notes,MetaPath,Conc,Cmpd1,Func,LIB_WELL_ID,TimePoint,CellLine,PlateID,Count_FA,Count_RZ,Count_Unit,Count_GRI
A - 1,Summary,9467,,A,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28347_1\4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,CC_AOD8_map.xlsx,28347,CC_AOD8,1.e-006,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,0.0,"""NEG""",0.0,0.0,0.0,28347,2.94892048446549e-003,-6.2780269058296e-002,3.02817282214892e-003,0.998515349866216
A - 2,Summary,8331,,A,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28347_1\4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,CC_AOD8_map.xlsx,28347,CC_AOD8,1.e-006,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""dmso""","""NEG""",0.0,0.0,0.0,28347,0.12259083728278,-2.60986547085202,0.125885470177905,0.935299549986599
A - 3,Summary,8939,,A,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28347_1\4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,CC_AOD8_map.xlsx,28347,CC_AOD8,1.e-006,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""ABT-263""","""sing""",8341.0,0.0,0.0,28347,5.85571353343866e-002,-1.24663677130045,6.01308603255286e-002,0.969883289554793
A - 4,Summary,7313,,A,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28347_1\4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,CC_AOD8_map.xlsx,28347,CC_AOD8,1.e-006,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""AXITINIB""","""sing""",8352.0,0.0,0.0,28347,0.229805160610848,-4.89237668161435,0.235981182068891,0.872904997659416
A - 5,Summary,9152,,A,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28347_1\4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,CC_AOD8_map.xlsx,28347,CC_AOD8,1.e-006,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""ABT-869""","""sing""",8343.0,0.0,0.0,28347,3.61242759347025e-002,-0.769058295964126,3.70951170713243e-002,0.981582193948561
A - 6,Summary,662,,A,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28347_1\4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,CC_AOD8_map.xlsx,28347,CC_AOD8,1.e-006,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""17-AAG""","""sing""",8337.0,0.0,0.0,28347,0.930279094260137,-19.804932735426,0.955280376358622,2.37500648088538e-002
A - 7,Summary,5329,,A,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28347_1\4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,CC_AOD8_map.xlsx,28347,CC_AOD8,1.e-006,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""AZD 0530""","""sing""",8353.0,0.0,0.0,28347,0.438757240652975,-9.34080717488789,0.450548856324014,0.729633229849834
A - 8,Summary,552,,A,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28347_1\4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,CC_AOD8_map.xlsx,28347,CC_AOD8,1.e-006,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""BORTEZOMIB""","""sing""",8366.0,0.0,0.0,28347,0.941864139020537,-20.0515695067265,0.967176769588493,-2.19753441694818e-002
A - 9,Summary,8924,,A,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28347_1\4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,CC_AOD8_map.xlsx,28347,CC_AOD8,1.e-006,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""BIBF-1120""","""sing""",8361.0,0.0,0.0,28347,6.01369141653502e-002,-1.28026905829596,6.17530957659655e-002,0.969051589123601
A - 10,Summary,7192,,A,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28347_1\4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,4x_DAPI_A2780ip2_28347_1.2019.09.03.14.08.17.CSV,CC_AOD8_map.xlsx,28347,CC_AOD8,1.e-006,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""BOSUTINIB""","""sing""",8367.0,0.0,0.0,28347,0.242548709847288,-5.16367713004484,0.249067214621749,0.865064133058811
