Section,Target Set,Count,Column4,Row,Col,RawDataPath,File Name[1],File Name[2],Plate Barcode,IBT Barcode,Conc1,CELL LINE,RUN,SET,notes,MetaPath,Conc,Cmpd1,Func,LIB_WELL_ID,TimePoint,CellLine,PlateID,Count_FA,Count_RZ,Count_Unit,Count_GRI
A - 1,Summary,11888,,A,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28612_1\4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,CC_AOD8_map.xlsx,28612,CC_AOD8,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,0.0,"""NEG""",0.0,0.0,0.0,28612,-0.110716621507988,2.44582043343653,-0.111908584380017,1.0591363114766
A - 2,Summary,10070,,A,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28612_1\4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,CC_AOD8_map.xlsx,28612,CC_AOD8,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""dmso""","""NEG""",0.0,0.0,0.0,28612,5.91422965523685e-002,-1.30650154798762,5.97790159599585e-002,0.966449409741464
A - 3,Summary,10621,,A,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28612_1\4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,CC_AOD8_map.xlsx,28612,CC_AOD8,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""ABT-263""","""sing""",8341.0,0.0,0.0,28612,7.66140334485654e-003,-0.169246646026832,7.74388516384928e-003,0.995736035475042
A - 4,Summary,10276,,A,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28612_1\4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,CC_AOD8_map.xlsx,28612,CC_AOD8,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""AXITINIB""","""sing""",8352.0,0.0,0.0,28612,3.98953564421191e-002,-0.881320949432405,4.03248654263859e-002,0.977531106888716
A - 5,Summary,11257,,A,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28612_1\4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,CC_AOD8_map.xlsx,28612,CC_AOD8,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""ABT-869""","""sing""",8343.0,0.0,0.0,28612,-5.17611884518359e-002,1.14344685242518,-5.23184436679573e-002,1.0282061503313
A - 6,Summary,2552,,A,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28612_1\4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,CC_AOD8_map.xlsx,28612,CC_AOD8,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""17-AAG""","""sing""",8337.0,0.0,0.0,28612,0.761562178828366,-16.8235294117647,0.769761072811408,0.34353490044804
A - 7,Summary,8283,,A,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28612_1\4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,CC_AOD8_map.xlsx,28612,CC_AOD8,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""AZD 0530""","""sing""",8353.0,0.0,0.0,28612,0.226104830421377,-4.99484004127967,0.228539049957503,0.862682418362594
A - 8,Summary,573,,A,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28612_1\4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,CC_AOD8_map.xlsx,28612,CC_AOD8,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""BORTEZOMIB""","""sing""",8366.0,0.0,0.0,28612,0.946463608334112,-20.9081527347781,0.956653130607234,-0.112384827526534
A - 9,Summary,9875,,A,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28612_1\4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,CC_AOD8_map.xlsx,28612,CC_AOD8,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""BIBF-1120""","""sing""",8361.0,0.0,0.0,28612,7.73614874334299e-002,-1.70897832817337,7.81943526300878e-002,0.955807513513711
A - 10,Summary,9716,,A,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28612_1\4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,4x_DAPI_28612_1.2019.09.25.16.16.32.CSV,CC_AOD8_map.xlsx,28612,CC_AOD8,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\CC_AOD8_map.xlsx,0.0,"""BOSUTINIB""","""sing""",8367.0,0.0,0.0,28612,9.2217135382603e-002,-2.03715170278638,9.32099348380395e-002,0.947017328422913
